time,V(sw),I(Rmotor),I(Dfly)
1.751099600487304e-04,1.255235809890200e+01,3.552854452249394e-01,3.552854451998755e-01
1.751185875739995e-04,1.255258568097389e+01,3.552316356628243e-01,3.552316356377005e-01
1.751358426245375e-04,1.255233868791331e+01,3.551240389887395e-01,3.551240389635169e-01
1.751703527256136e-04,1.255254397880864e+01,3.549089354563440e-01,3.549089354311619e-01
1.752393729277659e-04,1.255225718816357e+01,3.544790873446096e-01,3.544790873194970e-01
1.753774133320703e-04,1.255238097172449e+01,3.536208249504683e-01,3.536208249252581e-01
1.756534941406793e-04,1.255193047763539e+01,3.519100197786884e-01,3.519100197534897e-01
1.762056557578971e-04,1.255173194632906e+01,3.485111609110735e-01,3.485111608858205e-01
1.772056557578971e-04,1.255071102184563e+01,3.424320483793388e-01,3.424320483542331e-01
1.782056557578971e-04,1.255017181594532e+01,3.364502095521054e-01,3.364502095269728e-01
1.792056557578971e-04,1.254915148694427e+01,3.305641000121837e-01,3.305640999868942e-01
1.802056557578971e-04,1.254863323753627e+01,3.247721897568295e-01,3.247721897316325e-01
1.812056557578971e-04,1.254761197835483e+01,3.190729839290132e-01,3.190729839037942e-01
1.822056557578971e-04,1.254711034225667e+01,3.134650026969303e-01,3.134650026716201e-01
1.832056557578971e-04,1.254608744249594e+01,3.079467987761770e-01,3.079467987508977e-01
1.842056557578971e-04,1.254560250440321e+01,3.025169387579429e-01,3.025169387328219e-01
1.852056557578971e-04,1.254457726368335e+01,2.971740214333953e-01,2.971740214080754e-01
1.862056557578971e-04,1.254410904840489e+01,2.919166583781000e-01,2.919166583529176e-01
1.872056557578971e-04,1.254308075716146e+01,2.867434930178672e-01,2.867434929926205e-01
1.882056557578971e-04,1.254262931392133e+01,2.816531804779142e-01,2.816531804526790e-01
1.892056557578971e-04,1.254159725189867e+01,2.766444074241611e-01,2.766444073991181e-01
1.902056557578971e-04,1.254116265318143e+01,2.717158711422368e-01,2.717158711170953e-01
1.912056557578971e-04,1.254012608809247e+01,2.668663001884932e-01,2.668663001632154e-01
1.922056557578971e-04,1.253970843021390e+01,2.620944326629249e-01,2.620944326377028e-01
1.932056557578971e-04,1.253866661634410e+01,2.573990377061218e-01,2.573990376808766e-01
1.942056557578971e-04,1.253826602005136e+01,2.527788929282025e-01,2.527788929030805e-01
1.952056557578971e-04,1.253721819679404e+01,2.482328067899653e-01,2.482328067648609e-01
1.962056557578971e-04,1.253683480793430e+01,2.437595951478480e-01,2.437595951226257e-01
1.972056557578971e-04,1.253578019825176e+01,2.393581045597185e-01,2.393581045345172e-01
1.982056557578971e-04,1.253541418851296e+01,2.350271879036394e-01,2.350271878784227e-01
1.992056557578971e-04,1.253435199731572e+01,2.307657286510705e-01,2.307657286258546e-01
2.000000000000000e-04,1.253414642924118e+01,2.274294513121808e-01,2.274294512870156e-01
2.000500000000000e-04,1.531496319578294e+00,2.274958397554889e-01,-4.161379940506471e-02
2.000506623138063e-04,1.336762326288494e+00,2.275004913815412e-01,-1.740452637744472e-02
2.000519869414191e-04,1.182064897889802e+00,2.275098967574410e-01,3.673006545779067e-03
2.000546361966445e-04,1.221585827377218e+00,2.275288591250283e-01,-1.924058577733589e-03
2.000581297200712e-04,1.199798083195842e+00,2.275538323155589e-01,1.191863721774489e-03
2.000629515749904e-04,1.213943508767411e+00,2.275883170713970e-01,-8.487131480894305e-04
2.000725952848287e-04,1.203446322560665e+00,2.276572610505885e-01,7.195625762435043e-04
2.000918827045053e-04,1.214292080676820e+00,2.277951137050234e-01,-6.541691029315899e-04
2.001304575438585e-04,1.207172820962766e+00,2.280706195982792e-01,6.322869725794433e-04
2.002076072225650e-04,1.219955530107130e+00,2.286209031841306e-01,-6.129682091238209e-04
2.003619065799779e-04,1.219054674609152e+00,2.297185194149586e-01,6.122044163214824e-04
2.006705052948038e-04,1.243441597710617e+00,2.319020270543228e-01,-6.029862675083209e-04
2.012877027244556e-04,1.266053009241103e+00,2.362224231856768e-01,6.072403689083572e-04
2.022877027244556e-04,1.326223147588136e+00,2.430915336257234e-01,-6.002043348507513e-04
2.032877027244556e-04,1.368532409421700e+00,2.498007708158831e-01,6.051507709559090e-04
2.042877027244556e-04,1.429940942443352e+00,2.563520582646691e-01,-5.979356455787510e-04
2.052877027244556e-04,1.472462509934151e+00,2.627477979936387e-01,6.029296604426193e-04
2.062877027244556e-04,1.535469952769908e+00,2.689896660185857e-01,-5.954933873786317e-04
2.072877027244556e-04,1.578446687442121e+00,2.750798791618495e-01,6.005640112105581e-04
2.082877027244556e-04,1.643462731068268e+00,2.810198484220099e-01,-5.928551462952569e-04
2.092877027244556e-04,1.687122090982928e+00,2.868116202098731e-01,5.980307490682790e-04
2.102877027244556e-04,1.754694357805632e+00,2.924562789999693e-01,-5.899803646425283e-04
2.112877027244556e-04,1.799349959620957e+00,2.979556659430988e-01,5.953002225878024e-04
2.122877027244556e-04,1.870241697090717e+00,3.033104404737918e-01,-5.868120653129694e-04
2.132877027244556e-04,1.916345994024100e+00,3.085221796216737e-01,5.923330334223209e-04
2.142877027244556e-04,1.991678417891052e+00,3.135909511564978e-01,-5.832655026516420e-04
2.152877027244556e-04,2.039928450935894e+00,3.185179602493050e-01,5.890753735560139e-04
2.162877027244556e-04,2.121470880111878e+00,3.233023768189780e-01,-5.792047898189878e-04
2.172877027244556e-04,2.173045304066216e+00,3.279448154393772e-01,5.854522217596525e-04
2.182877027244556e-04,2.263896020749213e+00,3.324429125960068e-01,-5.743866298146827e-04
2.192877027244556e-04,2.321098891919045e+00,3.367961677505099e-01,5.813624005845952e-04
2.202877027244556e-04,2.427672417426992e+00,3.409990810341196e-01,-5.682899647485584e-04
2.212877027244556e-04,2.496372183621411e+00,3.450483362382242e-01,5.767347451612892e-04
2.222877027244556e-04,2.643938425011825e+00,3.489260387373102e-01,-5.584568825423020e-04
2.232877027244555e-04,2.748956527603045e+00,3.526168968408416e-01,5.715343901968595e-04
2.240372595290967e-04,4.984211771549841e+00,3.544730540957654e-01,-1.760885872137408e-04
2.246160815324721e-04,5.768155091888369e+00,3.550214903149267e-01,3.723476303285622e-04
2.250500000000000e-04,7.457892218749214e+00,3.548944779323666e-01,2.453352446885049e-04
2.251000000000000e-04,1.255036972354642e+01,3.547104066003415e-01,3.547104065751228e-01
2.251008192297729e-04,1.255245284742710e+01,3.547053043595994e-01,3.547053043343595e-01
2.251024576893186e-04,1.255245052442710e+01,3.546951000179504e-01,3.546950999925969e-01
2.251057346084100e-04,1.255233416478913e+01,3.546746923317762e-01,3.546746923065314e-01
2.251099492583316e-04,1.255244148201159e+01,3.546484463263321e-01,3.546484463009847e-01
2.251183785581748e-04,1.255232770799534e+01,3.545959596526079e-01,3.545959596274173e-01
2.251352371578611e-04,1.255242139908132e+01,3.544910077090073e-01,3.544910076838548e-01
2.251689543572338e-04,1.255228813647197e+01,3.542811893999232e-01,3.542811893745679e-01
2.252363887559793e-04,1.255234157001471e+01,3.538618948850142e-01,3.538618948597616e-01
2.253712575534701e-04,1.255212872484287e+01,3.530246724095378e-01,3.530246723843788e-01
2.256409951484517e-04,1.255202355715609e+01,3.513556788516823e-01,3.513556788264438e-01
2.261804703384149e-04,1.255149249332040e+01,3.480393802278003e-01,3.480393802025716e-01
2.271804703384149e-04,1.255081997126504e+01,3.419678214760869e-01,3.419678214509503e-01
2.281804703384149e-04,1.254993062727153e+01,3.359934173818099e-01,3.359934173566259e-01
2.291804703384149e-04,1.254927040925116e+01,3.301146196083242e-01,3.301146195830285e-01
2.301804703384149e-04,1.254838599545810e+01,3.243299080558266e-01,3.243299080306628e-01
2.311804703384149e-04,1.254773767448057e+01,3.186377832978985e-01,3.186377832727061e-01
2.321804703384149e-04,1.254685682114571e+01,3.130367738461458e-01,3.130367738209827e-01
2.331804703384149e-04,1.254622020627758e+01,3.075254275291438e-01,3.075254275039185e-01
2.341804703384149e-04,1.254534239920921e+01,3.021023195237460e-01,3.021023194986228e-01
2.351804703384149e-04,1.254471731182586e+01,2.967660434165251e-01,2.967660433913366e-01
2.361804703384149e-04,1.254384204327400e+01,2.915152195792605e-01,2.915152195539861e-01
2.371804703384149e-04,1.254322831867231e+01,2.863484859058302e-01,2.863484858806586e-01
2.381804703384149e-04,1.254235507964655e+01,2.812645065427973e-01,2.812645065174735e-01
2.391804703384149e-04,1.254175256701393e+01,2.762619622862385e-01,2.762619622610885e-01
2.401804703384149e-04,1.254088084638897e+01,2.713395596826502e-01,2.713395596575197e-01
2.411804703384149e-04,1.254028940881441e+01,2.664960210693255e-01,2.664960210440626e-01
2.421804703384149e-04,1.253941869246355e+01,2.617300940617016e-01,2.617300940366007e-01
2.431804703384149e-04,1.253883820697701e+01,2.570405412200186e-01,2.570405411949395e-01
2.441804703384149e-04,1.253796797687390e+01,2.524261499401619e-01,2.524261499149461e-01
2.451804703384149e-04,1.253739833451504e+01,2.478857217283951e-01,2.478857217032271e-01
2.461804703384149e-04,1.253652806779961e+01,2.434180825137465e-01,2.434180824884891e-01
2.471804703384150e-04,1.253596917371815e+01,2.390220715115986e-01,2.390220714864100e-01
2.481804703384150e-04,1.253509834172206e+01,2.346965519767349e-01,2.346965519515010e-01
2.491804703384150e-04,1.253455011531100e+01,2.304403996354872e-01,2.304403996102522e-01
2.500000000000000e-04,1.253380563396328e+01,2.270033280075664e-01,2.270033279825157e-01
2.500500000000000e-04,1.546573843318584e+00,2.270696889481967e-01,-4.377823509242429e-02
2.500507111363114e-04,1.335207288182088e+00,2.270746894224405e-01,-1.759973193787623e-02
2.500521334089343e-04,1.174573428760682e+00,2.270848042263025e-01,4.321514219509659e-03
2.500549779541801e-04,1.221759414996626e+00,2.271051941251546e-01,-2.377065876717488e-03
2.500584735756350e-04,1.194836473480781e+00,2.271302143826847e-01,1.472959279342767e-03
2.500635590246093e-04,1.212203475934288e+00,2.271666357302505e-01,-1.073893129897030e-03
2.500737299225580e-04,1.198876581052307e+00,2.272394490390113e-01,9.179992383101521e-04
2.500940717184553e-04,1.212530241093578e+00,2.273850367491573e-01,-8.400903981975461e-04
2.501347553102498e-04,1.202964340800557e+00,2.276759869656255e-01,8.121799524474227e-04
2.502161224938390e-04,1.218492815521475e+00,2.282570771057503e-01,-7.899552074919214e-04
2.503788568610174e-04,1.215524364041241e+00,2.294159700643955e-01,7.877162881886335e-04
2.507043255953740e-04,1.243267750698794e+00,2.317207052298705e-01,-7.777786259088870e-04
2.513552630640873e-04,1.265056997907023e+00,2.362783163715381e-01,7.816562672990912e-04
2.523552630640873e-04,1.327866816652028e+00,2.431462183019143e-01,-7.743118432479434e-04
2.533552630640874e-04,1.367531756842520e+00,2.498542684737314e-01,7.789451147921511e-04
2.543552630640874e-04,1.431690445809321e+00,2.564043352444053e-01,-7.714060074670570e-04
2.553552630640874e-04,1.471371733738891e+00,2.627989183820048e-01,7.760625034336499e-04
2.563552630640874e-04,1.537306787558121e+00,2.690396048504552e-01,-7.682800106056931e-04
2.573552630640875e-04,1.577250018487752e+00,2.751287077253071e-01,7.729885348739529e-04
2.583552630640875e-04,1.645402053428054e+00,2.810675334982726e-01,-7.649073344495605e-04
2.593552630640875e-04,1.685798226804310e+00,2.868582430498416e-01,7.696916048915980e-04
2.603552630640875e-04,1.756754777225231e+00,2.925017963910322e-01,-7.612377648236190e-04
2.613552630640876e-04,1.797868809362645e+00,2.980001734588715e-01,7.661308232975728e-04
2.623552630640876e-04,1.872447846727205e+00,3.033538818510862e-01,-7.572012309475795e-04
2.633552630640876e-04,1.914662672216605e+00,3.085646720753437e-01,7.622510289140294e-04
2.643552630640876e-04,1.994063843873589e+00,3.136324208151483e-01,-7.526942570379447e-04
2.653552630640877e-04,2.037971048358636e+00,3.185585593098220e-01,7.579750735420276e-04
2.663552630640877e-04,2.124082617875777e+00,3.233420068346242e-01,-7.475525467093291e-04
2.673552630640877e-04,2.170686380241266e+00,3.279836909694183e-01,7.531906694957513e-04
2.683552630640877e-04,2.266800673986957e+00,3.324809003116945e-01,-7.414861423082897e-04
2.693552630640878e-04,2.318075115352888e+00,3.368336115440096e-01,7.477300293423639e-04
2.703552630640878e-04,2.434201920859683e+00,3.410341914844424e-01,-7.334775648626390e-04
2.713552630640878e-04,2.494483263212439e+00,3.450805874782953e-01,7.408950925125168e-04
2.723552630640878e-04,2.650674808007741e+00,3.489553735185458e-01,-7.215405581284529e-04
2.733552630640878e-04,2.742341061420413e+00,3.526457059964640e-01,7.329518415755132e-04
2.740661034875867e-04,5.118399463620907e+00,3.543611190808773e-01,-2.880236023550253e-04
2.745494251289988e-04,5.131967399253154e+00,3.549411262719422e-01,2.919835887027489e-04
2.748877019225876e-04,6.735710689187925e+00,3.550715994271580e-01,4.224567405763935e-04
2.750500000000000e-04,7.445554453598190e+00,3.549464454880659e-01,2.973027999786382e-04
2.751000000000000e-04,1.255037703477043e+01,3.547626407217637e-01,3.547626406966486e-01
2.751011798724828e-04,1.255236620964367e+01,3.547552915235291e-01,3.547552914982077e-01
2.751035396174486e-04,1.255269839905274e+01,3.547405930162598e-01,3.547405929910497e-01
2.751082591073800e-04,1.255238364570089e+01,3.547111976264655e-01,3.547111976015316e-01
2.751149590195130e-04,1.255242117455448e+01,3.546694718978542e-01,3.546694718725973e-01
2.751283588437790e-04,1.255235058177515e+01,3.545860340804970e-01,3.545860340552309e-01
2.751551584923111e-04,1.255238551640714e+01,3.544192125816660e-01,3.544192125564649e-01
2.752087577893753e-04,1.255228745828657e+01,3.540857857929141e-01,3.540857857677793e-01
2.753159563835036e-04,1.255225880879875e+01,3.534197961485289e-01,3.534197961231911e-01
2.755303535717603e-04,1.255203419551143e+01,3.520912651799843e-01,3.520912651547548e-01
2.759591479482736e-04,1.255175357646735e+01,3.494479373003611e-01,3.494479372751513e-01
2.768167367013003e-04,1.255102543429773e+01,3.442157491006340e-01,3.442157490754738e-01
2.778167367013003e-04,1.255030403343293e+01,3.382053742661539e-01,3.382053742409141e-01
2.788167367013003e-04,1.254947038733500e+01,3.322911794730344e-01,3.322911794477434e-01
2.798167367013003e-04,1.254875940096432e+01,3.264716327931670e-01,3.264716327679551e-01
2.808167367013004e-04,1.254793161071990e+01,3.207452288779695e-01,3.207452288528145e-01
2.818167367013004e-04,1.254723050666980e+01,3.151104842770294e-01,3.151104842518393e-01
2.828167367013004e-04,1.254640809822277e+01,3.095659413211148e-01,3.095659412958440e-01
2.838167367013004e-04,1.254571661330445e+01,3.041101633776869e-01,3.041101633525756e-01
2.848167367013005e-04,1.254489915674214e+01,2.987417389349185e-01,2.987417389098113e-01
2.858167367013005e-04,1.254421703716810e+01,2.934592766975918e-01,2.934592766724364e-01
2.868167367013005e-04,1.254340410548813e+01,2.882614098574536e-01,2.882614098321667e-01
2.878167367013005e-04,1.254273110778258e+01,2.831467910221825e-01,2.831467909969376e-01
2.888167367013006e-04,1.254192227608766e+01,2.781140966795169e-01,2.781140966543560e-01
2.898167367013006e-04,1.254125816687645e+01,2.731620219508252e-01,2.731620219256214e-01
2.908167367013006e-04,1.254045301172864e+01,2.682892852569709e-01,2.682892852316243e-01
2.918167367013006e-04,1.253979756754891e+01,2.634946228875868e-01,2.634946228624102e-01
2.928167367013007e-04,1.253899566630846e+01,2.587767938771147e-01,2.587767938520358e-01
2.938167367013007e-04,1.253834867343224e+01,2.541345743804179e-01,2.541345743551560e-01
2.948167367013007e-04,1.253754960357739e+01,2.495667627679372e-01,2.495667627427522e-01
2.958167367013007e-04,1.253691085785021e+01,2.450721737977770e-01,2.450721737726269e-01
2.968167367013008e-04,1.253611419627596e+01,2.406496439394599e-01,2.406496439143169e-01
2.978167367013008e-04,1.253548350296974e+01,2.362980253320822e-01,2.362980253068514e-01
2.988167367013008e-04,1.253468882526233e+01,2.320161913467271e-01,2.320161913215912e-01
2.998167367013008e-04,1.253406599894389e+01,2.278030303197109e-01,2.278030302945311e-01
3.000000000000000e-04,1.253384969395557e+01,2.270382880149339e-01,2.270382879899202e-01
3.000500000000000e-04,1.544060357865131e+00,2.271046827105010e-01,-4.345469709995164e-02
3.000799066167433e-04,9.361376261901893e-01,2.273177468560124e-01,4.106695002729754e-02
3.001022321176086e-04,1.501256874048825e+00,2.274772109936507e-01,-3.809624341046813e-02
3.001253530844644e-04,9.732937560023245e-01,2.276418685130801e-01,3.541430867107787e-02
3.001514389320995e-04,1.463362021873934e+00,2.278280605819325e-01,-3.320956880664472e-02
3.001755417368224e-04,1.003451582410410e+00,2.279996668255051e-01,3.096878994570673e-02
3.002032148355487e-04,1.433212628095523e+00,2.281970272312576e-01,-2.914635638560537e-02
3.002314417684571e-04,1.028528327577060e+00,2.283978944913211e-01,2.746292814653550e-02
3.002622343936974e-04,1.411351808359691e+00,2.286172518451521e-01,-2.600389920124346e-02
3.002960989020141e-04,1.049129731613315e+00,2.288580196573566e-01,2.474799052638588e-02
3.003329602198437e-04,1.396585364439557e+00,2.291202170873332e-01,-2.364165419264541e-02
3.003744746781035e-04,1.066138912894030e+00,2.294149753412985e-01,2.270700437844386e-02
3.004207747299633e-04,1.387703255790824e+00,2.297436859387915e-01,-2.189172156811914e-02
3.004751448729862e-04,1.080597982770220e+00,2.301289877643214e-01,2.122839629153717e-02
3.005408430134734e-04,1.384901165182935e+00,2.305942113896858e-01,-2.068456848262734e-02
3.006236183712155e-04,1.093920672397920e+00,2.311791165509667e-01,2.027164762557820e-02
3.007341054744659e-04,1.389906631183484e+00,2.319583547134325e-01,-1.995702085317408e-02
